en,ur,en_len,ur_len
and i thank christ jesus our lord who hath enabled me for that he counted me faithful putting me into the ministry,میں اپنے طاقت بخشنے والے خداوند مسیح یسوع کا شکر کرتا ہوں کہ اس نے مجھے دیانتدار سمجھ کر اپنی خدمت کے لئے مقرر کیا ۔,22,26
who was before a blasphemer and a persecutor and injurious but i obtained mercy because i did it ignorantly in unbelief,اگرچہ میں پہلے کفر بکنے والا اور ستانے والا اور بے عزت کرنے والا تھا تو بھی مجھ پر رحم ہؤا اس واسطے کہ میں نے بے ایمانی کی حالت میں نادانی سے یہ کام کئے تھے,21,37
and the grace of our lord was exceeding abundant with faith and love which is in christ jesus,اور ہمارے خداوند کا فضل اس ایمان اور محبت کے ساتھ جو مسیح یسوع میں ہے بہت زیادہ ہؤا ۔,18,20
this is a faithful saying and worthy of all acceptation that christ jesus came into the world to save sinners of whom i am chief,یہ بات سچ اور ہر طرح سے قبول کرنے کے لائق ہے کہ مسیح یسوع گنہگاروں کو نجات دینے کے لئے دنیا میں آیا جن میں سب سے بڑا میں ہوں ۔,25,32
howbeit for this cause i obtained mercy that in me first jesus christ might shew forth all longsuffering for a pattern to them which should hereafter believe on him to life everlasting,لیکن مجھ پر رحم اس لئے ہؤا کہ یسوع مسیح مجھ بڑے گنہگار میں اپنا کمال تحمل ظاہر کرے تاکہ جو لوگ ہمیشہ کی زندگی کے لئے اس پر ایمان لائیں گے ان کے لئے میں نمونہ بنوں ۔,32,39
now unto the king eternal immortal invisible the only wise god be honour and glory for ever and ever amen,اب ازلی بادشاہ یعنی غیرفانی نادیدہ واحد خدا کی عزت اور تمجید ابدالآباد ہوتی رہے ۔ آمین ۔,20,18
this charge i commit unto thee son timothy according to the prophecies which went before on thee that thou by them mightest war a good warfare,اے فرزند تیمتھیس ان پیشینگوئیوں کے موافق جو پہلے تیری بابت کی گئی تھیں میں یہ حکم تیرے سپرد کرتا ہوں تاکہ تو ان کے مطابق اچھی لڑائی لڑتا رہے اور ایمان اور اس نیک نیت پر قائم رہے ۔,26,40
holding faith and a good conscience which some having put away concerning faith have made shipwreck,جس کو دور کرنے کے سبب سے بعض لوگوں کے ایمان کا جہاز غرق ہوگیا ۔,16,16
of whom is hymenaeus and alexander whom i have delivered unto satan that they may learn not to blaspheme,ان ہی میں سے ہمنیس اور سکندر ہیں ۔ جنہیں میں نے شیطان کے حوالہ کیا تاکہ کفر سے باز رہنا سیکھیں ۔,19,23
i exhort therefore that first of all supplications prayers intercessions and giving of thanks be made for all men,پس میں سب سے پہلے یہ نصیحت کرتا ہوں کہ مناجاتیں اور دعائیں اور التجائیں اور شکرگذاریاں سب آدمیوں کے لئے کی جائیں ۔,19,24
for kings and for all that are in authority that we may lead a quiet and peaceable life in all godliness and honesty,بادشاہوں اور سب بڑے مرتبہ والوں کے واسطے اس لئے کہ ہم کمال دینداری اور سنجیدگی سے امن و آرام کے ساتھ زندگی گذاریں ۔,23,25
for this is good and acceptable in the sight of god our saviour,یہ ہمارے منجی خدا کے نزدیک عمدہ اور پسندیدہ ہے ۔,13,11
who will have all men to be saved and to come unto the knowledge of the truth,وہ چاہتا ہے کہ سب آدمی نجات پائیں اور سچائی کی پہچان تک پہنچیں ۔,17,15
for there is one god and one mediator between god and men the man christ jesus,کیونکہ خدا ایک ہے اور خدا اور انسان کی بیچ میں درمیانی بھی ایک یعنی مسیح یسوع جو انسان ہے ۔,16,21
who gave himself a ransom for all to be testified in due time,جس نے اپنے آپ کو سب کے فدیہ میں دیا کہ مناسب وقتوں پر اس کی گواہی دی جائے ۔,13,20
whereunto i am ordained a preacher and an apostle i speak the truth in christ and lie not a teacher of the gentiles in faith and verity,میں سچ کہتا ہوں ۔ جھوٹ نہیں بولتا کہ میں اسی غرض سے منادی کرنے والا اور رسول اور غیرقوموں کو ایمان اور سچائی کی باتیں سکھانے والا مقرر ہؤا ۔,27,31
i will therefore that men pray every where lifting up holy hands without wrath and doubting,پس میں چاہتا ہوں کے مرد ہر جگہ بغیر غصہ اور تکرار کے پاک ہاتھوں کو اٹھا کر دعا کیا کریں ۔,16,22
in like manner also that women adorn themselves in modest apparel with shamefacedness and sobriety not with broided hair or gold or pearls or costly array,اسی طرح عورتیں حیادار لباس سے شرم اور پرہیزگاری کے ساتھ اپنے آپ کو سنواریں نہ کہ بال گوندھنے اور سونے اور موتیوں اور قیمتی پوشاک سے ۔,26,28
but which becometh women professing godliness with good works,بلکہ نیک کاموں سے جیسا خدا پرستی کا اقرار کرنے والی عورتوں کو مناسب ہے ۔,9,16
let the woman learn in silence with all subjection,عورت کو چپ چاپ کمال تابعداری سے سیکھنا چاہئے ۔,9,10
but i suffer not a woman to teach nor to usurp authority over the man but to be in silence,اور میں اجازت نہیں دیتا کہ عورت سکھائے یا مرد پر حکم چلائے بلکہ چپ چاپ رہے ۔,20,18
for adam was first formed then eve,کیونکہ پہلے آدم بنایا گیا ۔ اس کے بعد حوا ۔,7,11
and adam was not deceived but the woman being deceived was in the transgression,اور آدم نے فریب نہیں کھایا بلکہ عورت فریب کھا کر گناہ میں پڑ گئی ۔,14,16
notwithstanding she shall be saved in childbearing if they continue in faith and charity and holiness with sobriety,لیکن اولاد ہونے سے نجات پائے گی بشرطیکہ وہ ایمان اور محبت اور پاکیزگی میں پرہیزگاری کے ساتھ قائم رہیں ۔,18,21
this is a true saying if a man desire the office of a bishop he desireth a good work,یہ بات سچ ہے کہ جو شخص نگہبان کا عہدہ چاہتا ہے وہ اچھے کام کی خواہش کرتا ہے ۔,19,20
a bishop then must be blameless the husband of one wife vigilant sober of good behaviour given to hospitality apt to teach,پس نگہبان کو بے الزام ۔ ایک بیوی کا شوہر ۔ پرہیزگار ۔ متقی ۔ شایستہ ۔ مسافرپرور اور تعلیم دینے کے لائق ہونا چاہئے ۔,22,26
not given to wine no striker not greedy of filthy lucre but patient not a brawler not covetous,نشہ میں غل مچانے والا یا مار پیٹ کرنے والا نہ ہو بلکہ حلیم ہو ۔ نہ تکراری نہ زردوست ۔,18,21
one that ruleth well his own house having his children in subjection with all gravity,اپنے گھر کا بخوبی بندوبست کرتا ہو اور اپنے بچوں کو کمال سنجیدگی سے تابع رکھتا ہو ۔,15,18
for if a man know not how to rule his own house how shall he take care of the church of god,جب کوئی اپنے گھر ہی کا بندوبست کرنا نہیں جانتا تو خدا کی کلیسیا کی خبرگیری کیونکر کرے گا,22,19
not a novice lest being lifted up with pride he fall into the condemnation of the devil,نومرید نہ ہو تاکہ تکبر کر کے کہیں ابلیس کی سی سزا نہ پائے ۔,17,15
moreover he must have a good report of them which are without lest he fall into reproach and the snare of the devil,اور باہر والوں کے نزدیک بھی نیک نام ہونا چاہئے تاکہ ملامت میں اور ابلیس کے پھندے میں نہ پھنسے ۔,23,21
likewise must the deacons be grave not doubletongued not given to much wine not greedy of filthy lucre,اسی طرح خادموں کو بھی سنجیدہ ہونا چاہئے ۔ دو زبان اور شرابی اور ناجائز نفع کے لالچی نہ ہوں ۔,18,21
holding the mystery of the faith in a pure conscience,اور ایمان کے بھید کو پاک دل میں حفاظت سے رکھیں ۔,10,12
and let these also first be proved then let them use the office of a deacon being found blameless,اور یہ بھی پہلے آزمائے جائیں ۔ اس کے بعد اگر بے الزام ٹھہریں تو خدمت کا کام کریں ۔,19,20
even so must their wives be grave not slanderers sober faithful in all things,اسی طرح عورتوں کو بھی سنجیدہ ہونا چاہئے ۔ تہمت لگانے والی نہ ہوں بلکہ پرہیزگار اور سب باتوں میں ایماندار ہوں ۔,14,23
let the deacons be the husbands of one wife ruling their children and their own houses well,خادم ایک ایک بیوی کے شوہر ہوں اور اپنے اپنے بچوں اور گھروں کا بخوبی بندوبست کرتے ہوں ۔,17,19
for they that have used the office of a deacon well purchase to themselves a good degree and great boldness in the faith which is in christ jesus,کیونکہ جو خدمت کا کام بخوبی انجام دیتے ہیں وہ اپنے لئے اچھا مرتبہ اور اس ایمان میں جو مسیح یسوع پر ہے بڑی دلیری حاصل کرتے ہیں ۔,28,29
these things write i unto thee hoping to come unto thee shortly,میں تیرے پاس جلد آنے کی امید کرنے پر بھی یہ باتیں تجھے اس لئے لکھتا ہوں ۔,12,18
but if i tarry long that thou mayest know how thou oughtest to behave thyself in the house of god which is the church of the living god the pillar and ground of the truth,کہ اگر مجھے آنے میں دیر ہو تو مجھے معلوم ہو جائے کہ خدا کے گھر یعنی زندہ خدا کی کلیسیا میں جو حق کا ستون اور بنیاد ہے کیونکر برتاؤ کرنا چاہئے ۔,35,34
now the spirit speaketh expressly that in the latter times some shall depart from the faith giving heed to seducing spirits and doctrines of devils,لیکن روح صاف فرماتا ہے کہ آیندہ زمانوں میں بعض لوگ گمراہ کرنے والی روحوں اور شیاطین کی تعلیموں کی طرف متوجہ ہوکر ایمان سے برگشتہ ہو جائیں گے ۔,25,30
speaking lies in hypocrisy having their conscience seared with a hot iron,یہ ان جھوٹے آدمیوں کی ریاکاری کے باعث ہوگا جن کا دل گویا گرم لوہے سے داغا گیا ہے ۔,12,20
forbidding to marry and commanding to abstain from meats which god hath created to be received with thanksgiving of them which believe and know the truth,یہ لوگ بیاہ کرنے سے منع کریں گے اور ان کھانوں سے پرہیز کرنے کا حکم دیں گے جنہیں خدا نے اس لئے پیدا کیا ہے کہ ایماندار اور حق کے پہچاننے والے انہیں شکرگذاری کے ساتھ کھائیں ۔,26,39
for every creature of god is good and nothing to be refused if it be received with thanksgiving,کیونکہ خدا کی پیدا کی ہوئی ہر چیز اچھی ہے اور کوئی چیز انکار کے لائق نہیں بشرطیکہ شکرگذاری کے ساتھ کھائی جائے ۔,18,24
for it is sanctified by the word of god and prayer,اس لئے کہ خدا کے کلام اور دعا سے پاک ہو جاتی ہے ۔,11,14
if thou put the brethren in remembrance of these things thou shalt be a good minister of jesus christ nourished up in the words of faith and of good doctrine whereunto thou hast attained,اگر تو بھائیوں کو یہ باتیں یاد دلائے گا تو مسیح یسوع کا اچھا خادم ٹھہرے گا اور ایمان اور اس اچھی تعلیم کی باتوں سے جس کی تو پیروی کرتا آیا ہے پرورش پاتا رہے گا ۔,34,38
but refuse profane and old wives fables and exercise thyself rather unto godliness,لیکن بیہودہ اور بوڑھیوں کی سی کہانیوں سے کنارہ کر اور دینداری کے لئے ریاضت کر ۔,13,17
for bodily exercise profiteth little but godliness is profitable unto all things having promise of the life that now is and of that which is to come,کیونکہ جسمانی ریاضت کا فائدہ کم ہے لیکن دینداری سب باتوں کے لئے فائدہ مند ہے اس لئے کہ اب کی اور آیندہ کی زندگی کا وعدہ بھی اسی کے لئے ہے ۔,27,33
this is a faithful saying and worthy of all acceptation,یہ بات سچ ہے اور ہر طرح سے قبول کرنے کے لائق ۔,10,13
for therefore we both labour and suffer reproach because we trust in the living god who is the saviour of all men specially of those that believe,کیونکہ ہم محنت اور جانفشانی اسی لئے کرتے ہیں کہ ہماری امید اس زندہ خدا پر لگی ہوئی ہے جو سب آدمیوں کا خاص کر ایمانداروں کا منجی ہے ۔,27,30
these things command and teach,ان باتوں کا حکم اور تعلیم دے ۔,5,8
let no man despise thy youth but be thou an example of the believers in word in conversation in charity in spirit in faith in purity,کوئی تیری جوانی کی حقارت نہ کرنے پائے بلکہ تو ایمانداروں کے لئے کلام کرنے اور چال چلن اور محبت اور ایمان اور پاکیزگی میں نمونہ بن ۔,26,28
till i come give attendance to reading to exhortation to doctrine,جب تک میں نہ آؤں پڑھنے اور نصیحت کرنے اور تعلیم دینے کی طرف متوجہ رہ ۔,11,17
neglect not the gift that is in thee which was given thee by prophecy with the laying on of the hands of the presbytery,اس نعمت سے غافل نہ رہ جو تجھے حاصل ہے اور نبوت کے ذریعہ سے بزرگوں کے ہاتھ رکھتے وقت تجھے ملی تھی ۔,24,24
meditate upon these things give thyself wholly to them that thy profiting may appear to all,ان باتوں کی فکر رکھ ۔ ان ہی میں مشغول رہ تاکہ تیری ترقی سب پر ظاہر ہو ۔,16,19
take heed unto thyself and unto the doctrine continue in them for in doing this thou shalt both save thyself and them that hear thee,اپنی اور اپنی تعلیم کی خبرداری کر ۔ ان باتوں پر قائم رہ کیونکہ ایسا کرنے سے تو اپنی اور اپنے سننے والوں کی بھی نجات کا باعث ہوگا ۔,25,30
rebuke not an elder but intreat him as a father and the younger men as brethren,کسی بڑے عمر والے کو ملامت نہ کر بلکہ باپ جان کر نصیحت کر ۔,16,15
the elder women as mothers the younger as sisters with all purity,اور جوانوں کو بھائی جان کر اور بڑی عمر والی عورتوں کو ماں جان کر اور جوان عورتوں کو کمال پاکیزگی سے بہن جان کر ۔,12,26
honour widows that are widows indeed,ان بیواؤں کی جو واقعی بیوہ ہیں عزت کر ۔,6,10
but if any widow have children or nephews let them learn first to shew piety at home and to requite their parents for that is good and acceptable before god,اور اگر کسی بیوہ کے بیٹے یا پوتے ہوں تو وہ پہلے اپنے ہی گھرانے کے ساتھ دینداری کا برتاؤ کرنا اور ماں باپ کا حق ادا کرنا سیکھیں کیونکہ یہ خدا کے نزدیک پسندیدہ ہے ۔,30,37
now she that is a widow indeed and desolate trusteth in god and continueth in supplications and prayers night and day,جو واقعی بیوہ ہے اور اس کا کوئی نہیں وہ خدا پر امید رکھتی ہے اور رات دن مناجات اور دعاؤں میں مشغول رہتی ہے ۔,21,26
but she that liveth in pleasure is dead while she liveth,مگر جو عیش و عشرت میں پڑ گئی ہے وہ جیتے جی مر گئی ہے ۔,11,16
and these things give in charge that they may be blameless,ان باتوں کا بھی حکم کر تاکہ وہ بے الزام رہیں ۔,11,12
but if any provide not for his own and specially for those of his own house he hath denied the faith and is worse than an infidel,اگر کوئی اپنوں اور خاص کر اپنے گھرانے کی خبرگیری نہ کرے تو ایمان کا منکر اور بے ایمان سے بدتر ہے ۔,27,23
let not a widow be taken into the number under threescore years old having been the wife of one man,وہی بیوہ فرد میں لکھی جائے جو ساٹھ برس سے کم کی نہ ہو اور ایک شوہر کی بیوی ہوئی ہو ۔,20,22
but the younger widows refuse for when they have begun to wax wanton against christ they will marry,مگر جوان بیواؤں کے نام درج نہ کر کیونکہ جب وہ مسیح کے خلاف نفس کے تابع ہو جاتی ہیں تو بیاہ کرنا چاہتی ہیں ۔,18,26
having damnation because they have cast off their first faith,اور سزا کے لائق ٹھہرتی ہیں اس لئے کہ انہوں نے اپنے پہلے ایمان کو چھوڑ دیا ۔,10,18
and withal they learn to be idle wandering about from house to house and not only idle but tattlers also and busybodies speaking things which they ought not,اور اس کے ساتھ ہی وہ گھر گھر پھر کر بیکار رہنا سیکھتی ہیں اور صرف بیکار ہی نہیں رہتیں بلکہ بک بک کرتی رہتی اور اوروں کے کام میں دخل بھی دیتی ہیں اور ناشایستہ باتیں کہتی ہیں ۔,28,40
i will therefore that the younger women marry bear children guide the house give none occasion to the adversary to speak reproachfully,پس میں یہ چاہتا ہوں کہ جوان بیوائیں بیاہ کریں ۔ ان کے اولاد ہو ۔ گھر کا انتظام کریں اور کسی مخالف کو بدگوئی کا موقع نہ دیں ۔,22,30
for some are already turned aside after satan,کیونکہ بعض گمراہ ہوکر شیطان کی پیرو ہو چکی ہیں ۔,8,11
if any man or woman that believeth have widows let them relieve them and let not the church be charged that it may relieve them that are widows indeed,اگر کسی ایماندار عورت کے ہاں بیوائیں ہوں تو وہی ان کی مدد کرے اور کلیسیا پر بوجھ نہ ڈالا جائے تاکہ وہ ان کی مدد کر سکے جو واقعی بیوہ ہیں ۔,29,33
let the elders that rule well be counted worthy of double honour especially they who labour in the word and doctrine,جو بزرگ اچھا انتظام کرتے ہیں ۔ خاص کر وہ جو کلام سنانے اور تعلیم دینے میں محنت کرتے ہیں دو چند عزت کے لائق سمجھے جائیں ۔,21,28
for the scripture saith thou shalt not muzzle the ox that treadeth out the corn and the labourer is worthy of his reward,کیونکہ کتاب مقدس یہ کہتی ہے کہ دائیں میں چلتے ہوئے بیل کا منہ نہ باندھنا اور مزدور اپنی مزدوری کا حقدار ہے ۔,23,24
against an elder receive not an accusation but before two or three witnesses,جو دعوی کسی بزرگ کے خلاف کیا جائے بغیر دو یا تین گواہوں کے اس کو نہ سن ۔,13,19
them that sin rebuke before all that others also may fear,گناہ کرنے والوں کو سب کے سامنے ملامت کر تاکہ اوروں کو بھی خوف ہو ۔,11,16
i charge thee before god and the lord jesus christ and the elect angels that thou observe these things without preferring one before another doing nothing by partiality,خدا اور مسیح یسوع اور برگزیدہ فرشتوں کو گواہ کرکے میں تجھے تاکید کرتا ہوں کہ ان باتوں پر بلا تعصب عمل کرنا اور کوئی کام طرفداری سے نہ کرنا ۔,28,31
lay hands suddenly on no man neither be partaker of other men s sins keep thyself pure,کسی شخص پر جلد ہاتھ نہ رکھنا اور دوسروں کے گناہوں میں شریک نہ ہونا ۔ اپنے آپ کو پاک رکھنا ۔,17,22
drink no longer water but use a little wine for thy stomach s sake and thine often infirmities,آیندہ کو صرف پانی ہی نہ پیا کر بلکہ اپنے معدہ اور اکثر کمزور رہنے کی وجہ سے ذرا سی مے بھی کام میں لایا کر ۔,18,27
some men s sins are open beforehand going before to judgment and some men they follow after,بعض آدمیوں کے گناہ ظاہر ہوتے ہیں اور پہلے ہی عدالت میں پہنچ جاتے ہیں اور بعض کے پیچھے جاتے ہیں ۔,17,22
likewise also the good works of some are manifest beforehand and they that are otherwise cannot be hid,اسی طرح بعض اچھے کام بھی ظاہر ہوتے ہیں اور جو ایسے نہیں ہوتے وہ بھی چھپ نہیں سکتے ۔,18,20
let as many servants as are under the yoke count their own masters worthy of all honour that the name of god and his doctrine be not blasphemed,جتنے نوکر جوئے کے نیچے ہیں اپنے مالکوں کو کمال عزت کے لائق جانیں تاکہ خدا کا نام اور تعلیم بدنام نہ ہو ۔,28,24
if any man teach otherwise and consent not to wholesome words even the words of our lord jesus christ and to the doctrine which is according to godliness,اگر کوئی شخص اور طرح کی تعلیم دیتا ہے اور صحیح باتوں کو یعنی ہمارے خداوند یسوع مسیح کی باتوں اور اس کی تعلیم کو نہیں مانتا جو دینداری کے مطابق ہے ۔,28,33
he is proud knowing nothing but doting about questions and strifes of words whereof cometh envy strife railings evil surmisings,وہ مغرور ہے اور کچھ نہیں جانتا بلکہ اسے بحث اور لفظی تکرار کرنے کا مرض ہے ۔ جن سے حسد اور جھگڑے اور بدگوئیاں اور بدگمانیاں ۔,20,28
perverse disputings of men of corrupt minds and destitute of the truth supposing that gain is godliness from such withdraw thyself,اور ان آدمیوں میں رد و بدل پیدا ہوتا ہے جن کی عقل بگڑ گئی ہے اور وہ حق سے محروم ہیں اور دینداری کو نفع ہی کی ذریعہ سمجھتے ہیں ۔,21,32
but godliness with contentment is great gain,ہاں دینداری قناعت کے ساتھ بڑے نفع کا ذریعہ ہے ۔,7,11
for we brought nothing into this world and it is certain we can carry nothing out,کیونکہ نہ ہم دنیا میں کچھ لائے اور نہ کچھ اس میں سے لے جا سکتے ہیں ۔,16,18
and having food and raiment let us be therewith content,پس اگر ہمارے پاس کھانے پہننے کو ہے تو اسی پر قناعت کریں ۔,10,14
but they that will be rich fall into temptation and a snare and into many foolish and hurtful lusts which drown men in destruction and perdition,لیکن جو دولتمند ہونا چاہتے ہیں وہ ایسی آزمایش اور پھندے اور بہت سے بیہودہ اور نقصان پہنچانے والی خواہشوں میں پھنستے ہیں جو آدمیوں کو تباہی اور ہلاکت کے دریا میں غرق کر دیتی ہیں ۔,26,37
for the love of money is the root of all evil which while some coveted after they have erred from the faith and pierced themselves through with many sorrows,کیونکہ زر کی دوستی ہر قسم کی برائی کی ایک جڑ ہے جس کی آرزو میں بعض نے گمراہ ہوکر اپنے دلوں کو طرح طرح کے غموں سے چھلنی کر لیا ۔,29,32
but thou o man of god flee these things and follow after righteousness godliness faith love patience meekness,مگر اے مرد خدا تو ان باتوں سے بھاگ اور راستبازی ۔ دینداری ۔ ایمان ۔ محبت ۔ صبر اور حلم کا طالب ہو ۔,18,25
fight the good fight of faith lay hold on eternal life whereunto thou art also called and hast professed a good profession before many witnesses,ایمان کی اچھی کشتی لڑ ۔ اس ہمیشہ کی زندگی پر قبضہ کر لے جس کے لئے تو بلایا گیا تھا اور بہت سے گواہوں کے سامنے اچھآ اقرار کیا تھا ۔,25,32
i give thee charge in the sight of god who quickeneth all things and before christ jesus who before pontius pilate witnessed a good confession,میں اس خدا کو جو سب چیزوں کو زندہ کرتا ہے اور مسیح یسوع کو جس نے پنطیس پیلاطس کے سامنے اچھا اقرار کیا تھا گواہ کرکے تجھے تاکید کرتا ہوں ۔,25,32
that thou keep this commandment without spot unrebukeable until the appearing of our lord jesus christ,کہ ہمارے خداوند یسوع مسیح کے اس ظہور تک حکم کو بے داغ اور بے الزام رکھ ۔,16,18
which in his times he shall shew who is the blessed and only potentate the king of kings and lord of lords,جسے وہ مناسب وقت پر نمایاں کرے گا جو مبارک اور واحد حاکم ۔ بادشاہوں کا بادشاہ اور خداوندوں کا خداوند ہے ۔,22,23
charge them that are rich in this world that they be not highminded nor trust in uncertain riches but in the living god who giveth us richly all things to enjoy,اس موجودہ جہان کے دولتمندوں کو حکم دے کہ مغرور نہ ہوں اور ناپایدار دولت پر نہیں بلکہ خدا پر امید رکھیں جو ہمیں لطف اٹھانے کے لئے سب چیزیں افراط سے دیتا ہے ۔,31,35
that they do good that they be rich in good works ready to distribute willing to communicate,اور نیکی کریں اور اچھے کاموں میں دولتمند بنیں اور سخاوت پر تیار اور امداد پر مستعد ہوں ۔,17,19
laying up in store for themselves a good foundation against the time to come that they may lay hold on eternal life,اور آیندہ کے لئے اپنے واسطے ایک اچھی بنیاد قائم کر رکھیں تاکہ حقیقی زندگی پر قبضہ کریں ۔,22,19
o timothy keep that which is committed to thy trust avoiding profane and vain babblings and oppositions of science falsely so called,اے تیمتھیس اس امانت کو حفاظت سے رکھ اور جس علم کو علم کہنا ہی غلط ہے اس کی بیہودہ بکواس اور مخالفتوں پر توجہ نہ کر ۔,22,28
which some professing have erred concerning the faith grace be with thee amen,بعض اس کا اقرار کرکے ایمان سے برگشتہ ہو گئے ہیں ۔ تم پر فضل ہوتا رہے ۔,13,18
paul an apostle of jesus christ by the will of god according to the promise of life which is in christ jesus,پولس کی طرف سے جو اس زندگی کے وعدہ کے موافق جو مسیح یسوع میں ہے خدا کی مرضی سے مسیح یسوع کا رسول ہے ۔,22,26
to timothy my dearly beloved son grace mercy and peace from god the father and christ jesus our lord,پیارے فرزند تمتھیس کے نام ۔ فضل ۔ رحم اور اطمینان خدا باپ اور ہمارے خداوند مسیح یسوع کی طرف سے تجھے حاصل ہوتا رہے ۔,19,26
i thank god whom i serve from my forefathers with pure conscience that without ceasing i have remembrance of thee in my prayers night and day,جس خدا کی عبادت میں صاف دل سے باپ دادا کے طور پر کرتا ہوں اس کا شکر ہے کہ اپنی دعاؤں میں بلاناغہ تجھے یاد رکھتا ہوں ۔,26,29
greatly desiring to see thee being mindful of thy tears that i may be filled with joy,اور تیرے آنسوؤں کو یاد کرکے رات دن تیری ملاقات کا مشتاق رہتا ہوں تاکہ خوشی سے بھر جاؤں ۔,17,20
when i call to remembrance the unfeigned faith that is in thee which dwelt first in thy grandmother lois and thy mother eunice and i am persuaded that in thee also,اور مجھے تیرا وہ بے ریا ایمان یاد دلایا گیا ہے جو پہلے تیری نانی لوئس اور تیری ماں یونیکے رکھتی تھیں اور مجھے یقین ہے کہ تو بھی رکھتا ہے ۔,31,32
wherefore i put thee in remembrance that thou stir up the gift of god which is in thee by the putting on of my hands,اسی سبب سے میں تجھے یاد دلاتا ہوں کہ تو خدا کی اس نعمت کو چمکا دے جو میرے ہاتھ رکھنے کے باعث تجھے حاصل ہے ۔,25,27
for god hath not given us the spirit of fear but of power and of love and of a sound mind,کیونکہ خدا نے ہمیں دہشت کی روح نہیں بلکہ قدرت اور تربیت کی روح دی ہے ۔,21,17
be not thou therefore ashamed of the testimony of our lord nor of me his prisoner but be thou partaker of the afflictions of the gospel according to the power of god,پس ہمارے خداوند کی گواہی دینے سے اور مجھ سے جو اس کا قیدی ہوں شرم نہ کر بلکہ خدا کی قدرت کے موافق خوشخبری کی خاطر میرے ساتھ دکھ اٹھا ۔,32,32
who hath saved us and called us with an holy calling not according to our works but according to his own purpose and grace which was given us in christ jesus before the world began,جس نے ہمیں نجات دی اور پاک بلاوے سے بلایا ہمارے کاموں کے موافق نہیں بلکہ اپنے خاص ارادہ اور اس فضل کے موافق جو مسیح یسوع میں ہم پر ازل سے ہؤا ۔,35,34
but is now made manifest by the appearing of our saviour jesus christ who hath abolished death and hath brought life and immortality to light through the gospel,مگر اب ہمارے منجی مسیح یسوع کے ظہور سے ظاہر ہؤا جس نے موت کو نیست اور زندگی اور بقا کو اس خوشخبری کے وسیلہ سے روشن کر دیا ۔,28,30
whereunto i am appointed a preacher and an apostle and a teacher of the gentiles,جس کے لئے میں منادی کرنے والا اور رسول اور استاد مقرر ہؤا ۔,15,14
hold fast the form of sound words which thou hast heard of me in faith and love which is in christ jesus,جو صحیح باتیں تو نے مجھ سے سنیں اس ایمان اور محبت کے ساتھ جو مسیح یسوع میں ہے ان کا خاکہ یاد رکھ ۔,22,25
that good thing which was committed unto thee keep by the holy ghost which dwelleth in us,روح القدس کے وسیلہ سے جو ہم میں بسا ہؤا ہے اس اچھی امانت کی حفاظت کر ۔,17,18
this thou knowest that all they which are in asia be turned away from me of whom are phygellus and hermogenes,تو یہ جانتا ہے کہ آسیہ کے سب لوگ مجھ سے پھر گئے ۔ جن میں سے فوگلس اور ہر مگنیس ہیں ۔,21,23
the lord give mercy unto the house of onesiphorus for he oft refreshed me and was not ashamed of my chain,خداوند انیسفرس کے گھرانے پر رحم کرے کیونکہ اس نے بہت دفعہ مجھے تازہ دم کیا اور میری قید سے شرمندہ نہ ہؤا ۔,21,24
but when he was in rome he sought me out very diligently and found me,بلکہ جب وہ روما میں آیا تو کوشش سے تلاش کرکے مجھ سے ملا ۔,15,15
the lord grant unto him that he may find mercy of the lord in that day and in how many things he ministered unto me at ephesus thou knowest very well,خداوند اسے یہ بخشے کہ اس دن اس پر خداوند کا رحم ہو اور اس نے افسس میں جو جو خدمتیں کیں تو انہیں خوب جانتا ہے ۔,31,28
thou therefore my son be strong in the grace that is in christ jesus,پس اے میرے فرزند تو اس فضل سے جو مسیح یسوع میں ہے مضبوط بن ۔,14,16
and the things that thou hast heard of me among many witnesses the same commit thou to faithful men who shall be able to teach others also,اور جو باتیں تو نے بہت سے گواہوں کے سامنے مجھ سے سنی ہیں ان کو ایسے دیانتدار آدمیوں کے سپرد کر جو اوروں کو بھی سکھانے کے قابل ہوں ۔,27,31
thou therefore endure hardness as a good soldier of jesus christ,مسیح یسوع کے اچھے سپاہی کی طرح میرے ساتھ دکھ اٹھا ۔,11,12
no man that warreth entangleth himself with the affairs of this life that he may please him who hath chosen him to be a soldier,کوئی سپاہی جب لڑائی کو جاتا ہے اپنے آپ کو دنیا کے معاملوں میں نہیں پھنساتا تاکہ اپنے بھرتی کرنے والے کو خوش کرے ۔,25,25
and if a man also strive for masteries yet is he not crowned except he strive lawfully,دنگل میں مقابلہ کرنے والا بھی اگر اس نے باقاعدہ مقابلہ نہ کیا ہو تو سہرا نہیں پاتا ۔,17,19
the husbandman that laboureth must be first partaker of the fruits,جو کسان محنت کرتا ہے پیداوار کا حصہ پہلے اسی کو ملنا چاہئے ۔,11,14
consider what i say and the lord give thee understanding in all things,جو میں کہتا ہوں اس پر غور کر کیونکہ خداوند تجھے سب باتوں کی سمجھ دے گا ۔,13,18
remember that jesus christ of the seed of david was raised from the dead according to my gospel,یسوع مسیح کو یاد رکھ جو مردوں میں سے جی اٹھا ہے اور داؤد کی نسل سے ہے ۔ میری اس خوشخبری کے موافق ۔,18,25
